Product Name,Total Sales,Average Sales,Order Count,Cluster
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,119.833,1,0
Bush Somerset Collection Bookcase,1263.9569999999999,315.98924999999997,4,0
"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.376,216.45866666666666,3,0
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882,90.882,1,0
"Bush Westfield Collection Bookcases, Fully Assembled",1473.2982000000002,245.54970000000003,6,0
"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.8878,158.5430888888889,9,0
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17,17.14625,8,0
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",514.556,128.639,4,0
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.344,19.477714285714285,7,0
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",85.995,21.49875,4,0
Cameo Buff Policy Envelopes,1456.182,208.026,7,0
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,1007.979,1,0
Canon Image Class D660 Copier,3959.9339999999997,1979.9669999999999,2,2
Canon Imageclass D680 Copier / Fax,8959.872,1791.9743999999998,5,2
Canon PC-428 Personal Copier,3639.818,727.9636,5,0
Canon PC1060 Personal Laser Copier,8819.874,2939.958,3,2
Canon PC1080F Personal Copier,5999.9,1499.975,4,2
Canon PC170 Desktop Personal Copier,575.82,287.91,2,0
Canon PC940 Copier,5669.874,1889.9579999999999,3,2
Canon imageCLASS 2200 Advanced Copier,61599.824,12319.9648,5,1
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,3991.98,1,2
Canvas Sectional Post Binders,422.63599999999997,70.43933333333332,6,0
Cardinal EasyOpen D-Ring Binders,209.30599999999998,26.163249999999998,8,0
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.728,15.192,9,0
Cardinal Hold-It CD Pocket,38.304,9.576,4,0
Cardinal Holdit Business Card Pockets,87.648,10.956,8,0
Cardinal Holdit Data Disk Pockets,100.464,33.488,3,0
Cardinal Poly Pocket Divider Pockets for Ring Binders,40.32,10.08,4,0
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",179.014,17.901400000000002,10,0
Cardinal Slant-D Ring Binders,102.542,25.6355,4,0
"Career Cubicle Clock, 8 1/4"", Black",194.68800000000002,64.896,3,0
"Carina 42""Hx23 3/4""W Media Storage Unit",1635.796,204.4745,8,0
Carina Double Wide Media Storage Towers in Natural & Black,3028.652,252.38766666666666,12,0
Carina Media Storage Towers in Natural & Black,1073.248,214.64960000000002,5,0
"Carina Mini System Audio Rack, Model AR050B",1731.288,346.2576,5,0
Case Logic 2.4GHz Wireless Keyboard,1229.754,153.71925,8,0
Catalog Binders with Expanding Posts,1089.936,136.242,8,0
Cherry 142-key Programmable Keyboard,479.72,479.72,1,0
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.176,849.696,6,2
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.644,716.274,6,2
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9587.052,2396.763,4,2
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89,559.1483333333333,6,0
Chromcraft Rectangular Conference Tables,4952.673,550.297,9,2
Chromcraft Round Conference Tables,8209.059,631.4660769230769,13,2
Cisco 8961 IP Phone Charcoal,224.937,224.937,1,0
Cisco 8x8 Inc. 6753i IP Business Phone System,2645.804,440.96733333333333,6,0
Cisco 9971 IP Video Phone Charcoal,4268.0,2134.0,2,2
Cisco CP-7937G Unified IP Conference Station Phone,1391.4,695.7,2,0
Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,385.8,1,0
Cisco IP Phone 7961G-GE VoIP phone,2252.4320000000002,563.1080000000001,4,0
Cisco IP Phone 7961G VoIP phone - Dark gray,1386.69,462.23,3,0
Cisco SPA 501G IP Phone,213.48,213.48,1,0
Cisco SPA 502G IP Phone,2063.14,412.628,5,0
Cisco SPA112 2 Port Phone Adapter,351.68,175.84,2,0
Cisco SPA301,3930.9480000000003,491.36850000000004,8,0
Cisco SPA508G,910.662,182.13240000000002,5,0
Cisco SPA525G2 5-Line IP Phone,1379.92,1379.92,1,0
Cisco SPA525G2 IP Phone - Wireless,426.93,85.386,5,0
Cisco Small Business SPA 502G VoIP phone,882.102,220.5255,4,0
Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,22638.48,1,1
Cisco Unified IP Phone 7945G VoIP phone,6751.602,1125.267,6,2
Clarity 53712,752.2860000000001,188.07150000000001,4,0
Classic Ivory Antique Telephone ZL1810,341.666,170.833,2,0
Clear Mylar Reinforcing Strips,377.538,53.934000000000005,7,0
ClearOne CHATAttach 160 - speaker phone,6695.892,1673.973,4,2
ClearOne Communications CHAT 70 OC Speaker Phone,1685.294,421.3235,4,0
ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.84,186.64,6,0
Clearsounds A400,488.326,162.77533333333335,3,0
Col-Erase Pencils with Erasers,37.696,18.848,2,0
Color-Coded Legal Exhibit Labels,14.73,7.365,2,0
Colored Envelopes,50.922,10.1844,5,0
Colored Push Pins,24.978,4.9956000000000005,5,0
Coloredge Poster Frame,298.2,49.699999999999996,6,0
Colorific Watercolor Pencils,51.6,17.2,3,0
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",50.57,7.224285714285714,7,0
Compact Automatic Electric Letter Opener,2982.75,372.84375,8,0
"Companion Letter/Legal File, Black",611.712,122.3424,5,0
Computer Printout Index Tabs,11.088000000000001,2.7720000000000002,4,0
Computer Printout Paper with Letter-Trim Fine Perforations,191.6,191.6,1,0
Computer Printout Paper with Letter-Trim Perforations,405.95799999999997,57.99399999999999,7,0
"Computer Room Manger, 14""",636.6080000000001,90.944,7,0
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",546.816,136.704,4,0
Contemporary Borderless Frame,36.162,18.081,2,0
Contemporary Wood/Metal Frame,193.92,48.48,4,0
"Contico 72""H Heavy-Duty Storage System",598.308,119.66159999999999,5,0
"Contract Clock, 14"", Brown",272.552,68.138,4,0
Convenience Packs of Business Envelopes,58.644,9.774,6,0
Crate-A-Files,176.58,25.225714285714286,7,0
"Crayola Anti Dust Chalk, 12/Pack",59.696,8.528,7,0
Crayola Colored Pencils,120.70400000000001,10.97309090909091,11,0
Cubify CubeX 3D Printer Double Head Print,11099.963,3699.9876666666664,3,2
Cubify CubeX 3D Printer Triple Head Print,7999.98,7999.98,1,2
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34,10.89,6,0
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.508,23.9016,5,0
DAX Black Cherry Wood-Tone Poster Frame,455.456,56.932,8,0
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",127.032,25.406399999999998,5,0
DAX Clear Channel Poster Frame,119.556,39.852,3,0
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",291.45599999999996,58.29119999999999,5,0
"DAX Copper Panel Document Frame, 5 x 7 Size",120.768,30.192,4,0
DAX Cubicle Frames - 8x10,125.786,25.1572,5,0
"DAX Cubicle Frames, 8-1/2 x 11",145.69,36.4225,4,0
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.248,39.2496,5,0
"DAX Metal Frame, Desktop, Stepped-Edge",161.92,32.384,5,0
DAX Natural Wood-Tone Poster Frame,513.712,102.7424,5,0
DAX Solid Wood Frames,113.332,37.77733333333333,3,0
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",216.144,27.018,8,0
DAX Two-Tone Silver Metal Document Frame,234.784,39.13066666666666,6,0
"DAX Value U-Channel Document Frames, Easel Back",161.028,17.892,9,0
DAX Wood Document Frame,477.804,53.08933333333333,9,0
DAX Wood Document Frame.,159.268,39.817,4,0
DIXON Oriole Pencils,44.891999999999996,7.481999999999999,6,0
DIXON Ticonderoga Erasable Checking Pencils,94.86,13.551428571428572,7,0
DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,419.998909090909,11,2
DMI Eclipse Executive Suite Bookcases,11046.609,1841.1015,6,2
DXL Angle-View Binders with Locking Rings by Samsill,215.109,21.5109,10,0
"DXL Angle-View Binders with Locking Rings, Black",124.592,31.148,4,0
DYMO CardScan Personal V9 Business Card Scanner,1343.9160000000002,447.97200000000004,3,0
"Dana Fluorescent Magnifying Lamp, White, 36""",581.172,145.293,4,0
Dana Halogen Swing-Arm Architect Lamp,1114.384,185.73066666666668,6,0
Dana Swing-Arm Lamps,108.936,15.562285714285716,7,0
"DataProducts Ampli Magnifier Task Lamp, Black,",508.72800000000007,101.74560000000001,5,0
Dax Clear Box Frame,96.03,16.005,6,0
Decoflex Hanging Personal Folder File,46.26,46.26,1,0
"Decoflex Hanging Personal Folder File, Blue",518.112,57.568,9,0
Deflect-O Glasstique Clear Desk Accessories,124.74,41.58,3,0
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,337.088,5,0
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,112.31166666666667,6,0
"Deflect-o EconoMat Nonstudded, No Bevel Mat",619.8,309.9,2,0
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.6399999999999,123.95999999999998,9,0
Deflect-o Glass Clear Studded Chair Mats,1579.3719999999998,225.62457142857141,7,0
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248,270.54133333333334,6,0
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.70000000000005,109.42500000000001,4,0
Dell Slim USB Multimedia Keyboard,125.0,62.5,2,0
Deluxe Chalkboard Eraser Cleaner,182.49,36.498000000000005,5,0
Deluxe Heavy-Duty Vinyl Round Ring Binder,504.24,72.03428571428572,7,0
Deluxe Rollaway Locking File with Drawer,5572.792,1114.5584000000001,5,2
Design Ebony Sketching Pencil,13.622,4.540666666666667,3,0
Desktop 3-Pocket Hot File,259.68,129.84,2,0
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,155.97333333333333,3,0
Digium D40 VoIP phone,3044.164,338.24044444444445,9,0
Disposable Triple-Filter Dust Bags,30.59,10.196666666666667,3,0
"Dixon My First Ticonderoga Pencil, #2",95.94,23.985,4,0
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,15.822857142857144,7,0
Dixon Ticonderoga Core-Lock Colored Pencils,229.572,32.796,7,0
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.28999999999996,215.64499999999998,2,0
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.348,37.674,2,0
"Dixon Ticonderoga Maple Cedar Pencil, #2",23.332,7.777333333333334,3,0
Dixon Ticonderoga Pencils,28.608,14.304,2,0
Document Clip Frames,45.036,22.518,2,0
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,415.35975,8,0
"Dual Level, Single-Width Filing Carts",5489.124,686.1405,8,2
Durable Pressboard Binders,37.239999999999995,18.619999999999997,2,0
Easy-staple paper,2414.156,54.86718181818182,44,2
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.504,109.8504,10,0
"Eberhard Faber 3 1/2"" Golf Pencils",139.872,19.981714285714286,7,0
EcoTones Memo Sheets,52.8,17.599999999999998,3,0
Economy #2 Pencils,34.58,8.645,4,0
Economy Binders,26.624000000000002,8.874666666666668,3,0
Economy Rollaway Files,3138.8,448.40000000000003,7,0
"Eldon ""L"" Workstation Diamond Chairmat",1002.936,250.734,4,0
Eldon 100 Class Desk Accessories,36.396,9.099,4,0
Eldon 200 Class Desk Accessories,120.576,20.096,6,0
"Eldon 200 Class Desk Accessories, Black",75.36,37.68,2,0
"Eldon 200 Class Desk Accessories, Burgundy",135.648,27.1296,5,0
"Eldon 200 Class Desk Accessories, Smoke",138.16,34.54,4,0
"Eldon 300 Class Desk Accessories, Black",29.7,14.85,2,0
"Eldon 400 Class Desk Accessories, Black Carbon",145.25,29.05,5,0
Eldon 500 Class Desk Accessories,137.598,27.519600000000004,5,0
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,112.606,5,0
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4,126.46666666666665,3,0
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.944,357.986,4,0
"Eldon Base for stackable storage shelf, platinum",872.256,124.60799999999999,7,0
Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,86.025,4,0
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.1280000000002,260.8256,5,0
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.936,240.1872,5,0
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.192,91.032,6,0
Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,124.41,1,0
Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13600000000001,49.068000000000005,2,0
"Eldon Executive Woodline II Desk Accessories, Mahogany",361.87199999999996,72.3744,5,0
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08,27.02,4,0
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",167.552,33.5104,5,0
Eldon Expressions Mahogany Wood Desk Collection,93.6,46.8,2,0
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.708,31.1416,5,0
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.296,40.432,3,0
"Eldon Expressions Wood Desk Accessories, Oak",175.644,15.967636363636364,11,0
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54000000000002,32.108000000000004,5,0
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.70000000000002,29.940000000000005,5,0
Eldon File Chest Portable File,79.4,79.4,1,0
Eldon Fold 'N Roll Cart System,301.96799999999996,60.39359999999999,5,0
Eldon Gobal File Keepers,348.22,58.03666666666667,6,0
Eldon Image Series Black Desk Accessories,48.852,9.770399999999999,5,0
"Eldon Image Series Desk Accessories, Burgundy",111.18799999999999,13.898499999999999,8,0
"Eldon Image Series Desk Accessories, Ebony",180.31,36.062,5,0
"Eldon Imàge Series Desk Accessories, Clear",53.46,17.82,3,0
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5,118.25,6,0
Eldon Pizzaz Desk Accessories,37.464,9.366,4,0
Eldon Portable Mobile Manager,899.304,99.92266666666666,9,0
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.0579999999999,87.72257142857141,7,0
Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.6120000000001,129.2686666666667,6,0
"Eldon Regeneration Recycled Desk Accessories, Black",39.688,13.229333333333335,3,0
"Eldon Regeneration Recycled Desk Accessories, Smoke",33.756,6.7512,5,0
Eldon Shelf Savers Cubes and Bins,300.14,37.5175,8,0
Eldon Simplefile Box Office,345.832,43.229,8,0
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.768,8.461333333333334,6,0
"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,31.076,5,0
Eldon Wave Desk Accessories,266.73,19.052142857142858,14,0
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,155.44,38.86,4,0
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8,572.76,5,0
Electrix Fluorescent Magnifier Lamps & Weighted Base,463.79600000000005,231.89800000000002,2,0
Electrix Halogen Magnifier Lamp,2292.74,458.54799999999994,5,0
"Electrix Incandescent Magnifying Lamp, Black",117.28,58.64,2,0
"Elite 5"" Scissors",179.14,25.59142857142857,7,0
Embossed Ink Jet Note Cards,284.382,71.0955,4,0
Enermax Acrylux Wireless Keyboard,2450.16,408.35999999999996,6,0
Enermax Aurora Lite Keyboard,1641.1499999999999,328.22999999999996,5,0
Enermax Briskie RF Wireless Keyboard and Mouse Combo,407.092,101.773,4,0
Epson Perfection V600 Photo Scanner,206.991,206.991,1,0
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.705,606.3525,2,0
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96,139.98,2,0
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,1.624,1,0
"Eureka Hand Vacuum, Bagless",197.72,197.72,1,0
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",99.792,19.9584,5,0
Eureka Sanitaire  Commercial Upright,1524.5320000000002,508.17733333333337,3,0
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.904,16.7808,5,0
Eureka The Boss Cordless Rechargeable Stick Vac,948.228,158.03799999999998,6,0
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,260.52,4,0
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4,279.06666666666666,6,0
Euro Pro Shark Stick Mini Vacuum,170.744,56.91466666666667,3,0
Euro-Pro Shark Turbo Vacuum,693.952,115.65866666666666,6,0
"Executive Impressions 10"" Spectator Wall Clock",258.72,51.74400000000001,5,0
"Executive Impressions 12"" Wall Clock",176.7,29.45,6,0
"Executive Impressions 13"" Chairman Wall Clock",253.8,84.60000000000001,3,0
"Executive Impressions 13"" Clairmont Wall Clock",315.372,39.4215,8,0
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",56.099999999999994,28.049999999999997,2,0
"Executive Impressions 14""",377.90999999999997,94.47749999999999,4,0
"Executive Impressions 14"" Contract Wall Clock",346.788,49.54114285714286,7,0
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",97.812,48.906,2,0
"Executive Impressions 14"" Two-Color Numerals Wall Clock",308.99199999999996,51.49866666666666,6,0
"Executive Impressions 16-1/2"" Circular Wall Clock",58.784,29.392,2,0
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",66.56,33.28,2,0
Executive Impressions Supervisor Wall Clock,867.2599999999999,216.81499999999997,4,0
Faber Castell Col-Erase Pencils,37.164,7.4328,5,0
Fashion Color Clasp Envelopes,77.904,25.968,3,0
Fellowes 8 Outlet Superior Workstation Surge Protector,759.1220000000001,151.82440000000003,5,0
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.6759999999999,133.1352,5,0
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.288,81.42933333333333,3,0
Fellowes Advanced Computer Series Surge Protectors,386.75399999999996,64.45899999999999,6,0
Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,169.65142857142857,7,0
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2612.196,326.5245,8,0
Fellowes Bankers Box Stor/Drawer Steel Plus,1426.308,118.859,12,0
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.8820000000001,85.88820000000001,10,0
Fellowes Basic Home/Office Series Surge Protectors,436.12800000000004,48.45866666666667,9,0
Fellowes Binding Cases,271.44,54.288,5,0
Fellowes Black Plastic Comb Bindings,102.256,11.361777777777778,9,0
Fellowes Command Center 5-outlet power strip,664.832,166.208,4,0
Fellowes Desktop Hanging File Manager,201.45000000000002,50.362500000000004,4,0
Fellowes Econo/Stor Drawers,581.58,290.79,2,0
Fellowes High-Stak Drawer Files,3946.656,493.332,8,0
Fellowes Mighty 8 Compact Surge Protector,344.59000000000003,57.43166666666667,6,0
"Fellowes Mobile File Cart, Black",2300.66,230.06599999999997,10,0
Fellowes Neat Ideas Storage Cubes,480.70399999999995,68.672,7,0
Fellowes Officeware Wire Shelving,4509.466,409.95145454545457,11,2
Fellowes PB200 Plastic Comb Binding Machine,3093.818,386.72725,8,0
Fellowes PB300 Plastic Comb Binding Machine,8070.192,1345.032,6,2
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,27453.384000000002,2745.3384,10,2
"Fellowes Personal Hanging Folder Files, Navy",284.716,71.179,4,0
Fellowes Powershred HS-440 4-Sheet High Security Shredder,2541.8360000000002,847.2786666666667,3,0
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,132.78285714285715,7,0
Fellowes Presentation Covers for Comb Binding Machines,133.86,66.93,2,0
Fellowes Recycled Storage Drawers,1287.9479999999999,429.316,3,0
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,180.66,1,0
Fellowes Staxonsteel Drawer Files,4829.25,689.8928571428571,7,2
Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.308,424.6635,8,0
"Fellowes Strictly Business Drawer File, Letter/Legal Size",4479.03,639.8614285714285,7,2
Fellowes Super Stor/Drawer,477.3,119.325,4,0
Fellowes Super Stor/Drawer Files,3489.48,436.185,8,0
Fellowes Superior 10 Outlet Split Surge Protector,867.768,96.41866666666667,9,0
"Fellowes Twister Kit, Gray/Clear, 3/pkg",142.308,15.812,9,0
File Shuttle I and Handi-File,262.668,87.556,3,0
"File Shuttle II and Handi-File, Black",1125.148,160.73542857142857,7,0
First Data FD10 PIN Pad,1722.2,344.44,5,0
First Data TMFD35 PIN Pad,571.2,285.6,2,0
"Fiskars 8"" Scissors, 2/Pack",217.224,54.306,4,0
Fiskars Home & Office Scissors,62.16,31.08,2,0
Fiskars Softgrip Scissors,307.44,43.92,7,0
Fiskars Spring-Action Scissors,75.492,18.873,4,0
Flat Face Poster Frame,546.36,49.66909090909091,11,0
Flexible Leather- Look Classic Collection Ring Binder,142.05,23.675,6,0
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",434.56,72.42666666666666,6,0
Fluorescent Highlighters by Dixon,90.744,18.1488,5,0
G.E. Halogen Desk Lamp Bulbs,62.82,12.564,5,0
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.00800000000001,13.501333333333335,6,0
GBC Binding covers,137.26999999999998,45.75666666666666,3,0
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",136.44,34.11,4,0
GBC DocuBind 200 Manual Binding Machine,4209.799999999999,1052.4499999999998,4,2
GBC DocuBind 300 Electric Binding Machine,6785.142,848.14275,8,2
GBC DocuBind P100 Manual Binding Machine,2954.444,369.3055,8,0
GBC DocuBind P400 Electric Binding System,17965.068,2994.178,6,2
GBC DocuBind P50 Personal Binding Machine,2264.892,226.48919999999998,10,0
GBC DocuBind TL200 Manual Binding Machine,4322.814,720.469,6,2
GBC DocuBind TL300 Electric Binding System,19823.479,1802.1344545454544,11,2
GBC Durable Plastic Covers,323.145,46.16357142857142,7,0
GBC Ibimaster 500 Manual ProClick Binding System,19024.5,2113.8333333333335,9,2
GBC Imprintable Covers,241.56,30.195,8,0
GBC Instant Index System for Binding Systems,71.928,14.3856,5,0
GBC Instant Report Kit,164.985,12.691153846153847,13,0
"GBC Laser Imprintable Binding System Covers, Desert Sand",112.733,22.5466,5,0
GBC Linen Binding Covers,207.566,34.59433333333333,6,0
GBC Personal VeloBind Strips,128.186,21.364333333333335,6,0
GBC Plastic Binding Combs,172.692,17.2692,10,0
GBC Plasticlear Binding Covers,68.88,9.84,7,0
GBC Poly Designer Binding Covers,256.122,42.687000000000005,6,0
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",207.87,34.645,6,0
GBC Premium Transparent Covers with Diagonal Lined Pattern,780.456,55.746857142857145,14,0
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",433.789,54.223625,8,0
GBC Prestige Therm-A-Bind Covers,970.973,107.88588888888889,9,0
GBC ProClick 150 Presentation Binding System,3222.996,644.5992,5,0
GBC ProClick Punch Binding System,1573.908,224.844,7,0
GBC ProClick Spines for 32-Hole Punch,66.40899999999999,13.281799999999999,5,0
GBC Recycled Grain Textured Covers,466.29,93.25800000000001,5,0
GBC Recycled Regency Composition Covers,1171.688,234.3376,5,0
GBC Recycled VeloBinder Covers,487.34400000000005,60.918000000000006,8,0
GBC Standard Plastic Binding Systems Combs,55.755,11.151,5,0
GBC Standard Plastic Binding Systems' Combs,108.644,13.5805,8,0
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",258.72,21.560000000000002,12,0
GBC Standard Therm-A-Bind Covers,443.576,40.32509090909091,11,0
GBC Therma-A-Bind 250T Electric Binding System,1180.704,590.352,2,0
GBC Twin Loop Wire Binding Elements,1041.664,104.1664,10,0
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",269.394,29.932666666666666,9,0
GBC VeloBind Cover Sets,342.768,31.16072727272727,11,0
GBC VeloBinder Electric Binding Machine,496.018,124.0045,4,0
GBC VeloBinder Manual Binding System,842.166,105.27075,8,0
GBC VeloBinder Strips,52.992,13.248,4,0
"GBC Velobind Prepunched Cover Sets, Regency Series",514.0219999999999,85.67033333333332,6,0
"GBC White Gloss Covers, Plain Front",269.328,38.475428571428566,7,0
GBC Wire Binding Combs,184.052,26.293142857142858,7,0
GBC Wire Binding Strips,212.65800000000002,42.531600000000005,5,0
GE 2-Jack Phone Line Splitter,1771.5140000000001,590.5046666666667,3,0
GE 30522EE2,1159.9,386.6333333333334,3,0
GE 30524EE4,5291.7300000000005,587.97,9,2
"GE 4 Foot Flourescent Tube, 40 Watt",98.868,32.955999999999996,3,0
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056,337.382,8,0
GE DSL Phone Line Filter,495.87600000000003,123.96900000000001,4,0
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",45.396,6.485142857142857,7,0
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",138.204,69.102,2,0
Gear Head AU3700S Headset,189.654,63.217999999999996,3,0
Geemarc AmpliPOWER60,3415.04,310.4581818181818,11,0
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.092,25.364,3,0
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,1723.92,2,2
Global Adaptabilities Conference Tables,3540.348,885.087,4,0
"Global Airflow Leather Mesh Back Chair, Black",3472.54,434.0675,8,0
"Global Armless Task Chair, Royal Blue",1396.442,174.55525,8,0
Global Chrome Stack Chair,815.864,135.97733333333335,6,0
Global Comet Stacking Arm Chair,6084.144,1216.8288,5,2
Global Comet Stacking Armless Chair,2811.07,562.214,5,0
Global Commerce Series High-Back Swivel/Tilt Chairs,7979.4400000000005,886.6044444444445,9,2
Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056,631.4365714285714,7,2
Global Deluxe High-Back Manager's Chair,8665.194,1083.14925,8,2
Global Deluxe High-Back Office Chair in Storm,1087.92,362.64000000000004,3,0
Global Deluxe Office Fabric Chairs,1420.504,236.75066666666666,6,0
"Global Deluxe Stacking Chair, Gray",764.7,109.24285714285715,7,0
Global Deluxe Steno Chair,1770.54,177.054,10,0
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2032.35,508.0875,4,0
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,207.184,1,0
Global Ergonomic Managers Chair,6008.536,546.2305454545454,11,2
Global Executive Mid-Back Manager's Chair,4626.582,771.0970000000001,6,2
"Global Fabric Manager's Chair, Dark Gray",2908.224,363.528,8,0
"Global Geo Office Task Chair, Gray",1757.266,251.038,7,0
"Global High-Back Leather Tilter, Burgundy",5436.158,388.297,14,2
Global Highback Leather Tilter in Burgundy,2647.809,294.201,9,0
Global Italian Leather Office Chair,969.252,484.626,2,0
"Global Leather & Oak Executive Chair, Burgundy",1327.832,331.958,4,0
Global Leather Executive Chair,5861.532999999999,837.361857142857,7,2
